trial,value,lr,dropout,weight_decay,unfreeze,metric,metric_value
10,0.3072289156626506,0.00036725954555035325,0.4015119571070196,5.322823175742269e-05,50,epoch_1_val_acc,0.3072289156626506
10,0.3072289156626506,0.00036725954555035325,0.4015119571070196,5.322823175742269e-05,50,epoch_1_val_loss,4.164535172014351
11,0.4713855421686747,0.00010127156170744061,0.20250449756698058,6.303555543141726e-05,50,epoch_1_val_acc,0.33433734939759036
11,0.4713855421686747,0.00010127156170744061,0.20250449756698058,6.303555543141726e-05,50,epoch_1_val_loss,4.019019915396909
11,0.4713855421686747,0.00010127156170744061,0.20250449756698058,6.303555543141726e-05,50,epoch_2_val_acc,0.4713855421686747
11,0.4713855421686747,0.00010127156170744061,0.20250449756698058,6.303555543141726e-05,50,epoch_2_val_loss,3.075744209519352
12,0.23493975903614459,0.00010629120852801746,0.3871805049514628,0.0003253360133735498,50,epoch_1_val_acc,0.23493975903614459
12,0.23493975903614459,0.00010629120852801746,0.3871805049514628,0.0003253360133735498,50,epoch_1_val_loss,4.528027267341154
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_1_val_acc,0.32831325301204817
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_1_val_loss,3.989195721695222
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_2_val_acc,0.4924698795180723
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_2_val_loss,2.760420141449894
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_3_val_acc,0.625
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_3_val_loss,2.0173818346965744
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_4_val_acc,0.713855421686747
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_4_val_loss,1.5813616930720318
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_5_val_acc,0.7304216867469879
13,0.7304216867469879,0.000215494735185184,0.4163446109015949,3.7923576315063925e-05,75,epoch_5_val_loss,1.3450510792703514
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_1_val_acc,0.3810240963855422
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_1_val_loss,3.5979364564619867
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_2_val_acc,0.5692771084337349
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_2_val_loss,2.3204014976340606
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_3_val_acc,0.6867469879518072
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_3_val_loss,1.7543176297681877
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_4_val_acc,0.7484939759036144
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_4_val_loss,1.3647261078817299
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_5_val_acc,0.766566265060241
14,0.766566265060241,0.000267234071576168,0.42403847611826895,3.0891741965828444e-05,75,epoch_5_val_loss,1.1502292601458997
